age,workclass
39, Self-emp-inc
32, Private
27, Private
27, Private
20, Private
64, Private
55, Self-emp-inc
46, Private
45, Private
26, Private
36, Private
25, Private
58, Private
39, Self-emp-inc
47, Private
35, Private
38, Private
50, Private
36, Private
28, Private
44, Self-emp-not-inc
40, Private
55, Private
29, Self-emp-not-inc
33, Private
19, ?
32, Private
45, Local-gov
23, Private
31, Private
22, Private
59, Private
32, Private
49, State-gov
22, Private
26, Private
23, State-gov
55, Self-emp-not-inc
47, Private
44, Private
27, Private
40, State-gov
32, Self-emp-not-inc
20, Private
84, Local-gov
40, Private
37, Private
44, Private
47, Private
62, Self-emp-not-inc
19, ?
47, Private
44, Local-gov
26, Local-gov
36, Private
52, Private
33, Private
48, ?
33, Private
25, Private
62, Private
38, Private
46, Private
18, ?
46, Private
38, Private
52, Private
63, Self-emp-not-inc
49, Private
17, Local-gov
33, Private
70, Self-emp-not-inc
19, Private
27, ?
61, Private
33, Private
46, Self-emp-inc
29, Private
40, Local-gov
43, State-gov
24, Private
29, Private
61, Self-emp-not-inc
48, Private
19, Private
30, Private
24, Private
39, Local-gov
46, Self-emp-inc
40, Private
27, Local-gov
25, Private
31, Private
58, Private
33, Private
40, Private
40, Self-emp-inc
31, Private
33, Private
49, Private
24, Private
46, Private
58, Local-gov
20, Private
65, ?
43, Private
48, Self-emp-not-inc
41, Private
27, State-gov
52, ?
26, Private
52, Local-gov
52, Local-gov
19, Private
39, Local-gov
47, Private
27, Private
48, Private
50, Private
60, Private
28, Private
47, Federal-gov
69, ?
40, Self-emp-not-inc
37, Private
41, State-gov
38, Private
46, Federal-gov
21, Self-emp-not-inc
44, Private
38, ?
47, Self-emp-not-inc
42, Private
42, Local-gov
56, Private
32, Private
24, Private
26, Private
36, Self-emp-not-inc
49, Private
65, Private
73, State-gov
34, Private
22, Private
49, Local-gov
25, Private
39, Private
19, Private
24, Private
34, Private
35, ?
21, Private
43, Private
35, Federal-gov
39, Private
48, ?
33, Self-emp-not-inc
19, Private
17, Private
43, Self-emp-not-inc
62, Private
53, Local-gov
45, State-gov
47, Private
30, Private
53, Private
24, Private
41, Local-gov
58, Local-gov
27, Federal-gov
63, State-gov
50, Private
43, Local-gov
29, Self-emp-inc
41, Private
55, Private
36, Private
23, Local-gov
22, Private
58, Self-emp-not-inc
25, Private
40, Private
38, Private
37, Private
19, Private
55, Private
55, Private
28, Private
53, Private
32, ?
60, Private
32, Private
34, Private
49, Private
21, Private
24, State-gov
53, Private
29, Private
34, Local-gov
52, ?
41, Private
21, Private
43, Private
31, Local-gov
38, Private
42, Private
62, Private
51, Private
30, Private
24, Private
36, Private
57, Private
46, Private
33, Private
42, Private
62, Private
64, Self-emp-not-inc
18, Private
43, Private
62, Self-emp-not-inc
29, Private
43, Private
39, Private
69, ?
34, Private
44, Private
25, Private
47, Local-gov
17, Private
41, Local-gov
19, Private
57, Private
25, Private
37, Local-gov
29, Private
32, Private
35, Private
52, Private
41, Private
29, Private
23, Private
31, Private
40, Private
19, Private
21, Private
37, State-gov
49, Self-emp-not-inc
64, Local-gov
37, Local-gov
70, Self-emp-not-inc
22, Private
29, Self-emp-inc
37, Private
29, Private
38, Private
27, Private
58, State-gov
60, Local-gov
20, Private
51, Private
37, Private
22, State-gov
56, Self-emp-not-inc
26, Private
19, Private
37, Private
27, Private
27, Private
52, Self-emp-not-inc
45, Private
28, Private
20, Private
28, Private
44, Private
30, Private
26, State-gov
55, ?
46, Private
51, Private
25, Local-gov
43, Local-gov
19, ?
36, Private
36, Private
48, Private
30, ?
24, Private
30, Private
24, Private
62, Private
41, Self-emp-not-inc
49, Self-emp-not-inc
36, Self-emp-not-inc
47, Local-gov
49, State-gov
52, Private
52, Private
26, Private
51, State-gov
18, Private
30, Private
46, Private
28, Private
48, Self-emp-inc
62, Private
49, Private
69, Private
35, Private
78, Private
61, Private
24, Private
29, Private
36, Self-emp-not-inc
17, Private
27, Private
64, Private
33, Self-emp-not-inc
32, Private
19, Private
42, State-gov
24, Private
23, Private
51, Local-gov
31, Private
44, Private
38, Private
44, Local-gov
44, Self-emp-not-inc
38, Private
36, Private
29, Private
46, Private
47, Private
30, Private
37, Local-gov
27, Private
43, Private
44, Self-emp-not-inc
31, Private
34, Private
39, Private
36, Private
57, Private
78, Private
24, Private
39, Private
21, Private
34, Private
22, Private
36, Private
61, Private
67, ?
42, Private
49, Federal-gov
58, Private
37, Local-gov
39, Private
25, Private
45, Self-emp-inc
30, Private
49, ?
36, Self-emp-not-inc
23, Private
51, Private
55, Private
35, Private
45, State-gov
36, Private
32, Local-gov
39, Private
47, Self-emp-inc
49, Private
52, Private
44, Private
36, Private
40, Private
17, Private
18, Private
30, Self-emp-inc
66, Private
59, Private
30, Local-gov
50, Private
24, Private
28, Private
44, Local-gov
25, Private
45, Private
20, Private
67, Private
40, Self-emp-not-inc
52, Federal-gov
34, Private
37, Local-gov
17, Self-emp-inc
25, Private
35, Local-gov
63, Private
38, Local-gov
33, Private
51, Local-gov
64, State-gov
50, Self-emp-inc
18, Private
67, Private
46, Private
60, Self-emp-not-inc
29, Private
30, Private
56, State-gov
29, Private
37, Private
55, Private
24, Private
21, Private
46, Self-emp-inc
25, Private
40, Private
23, Private
43, Self-emp-not-inc
29, Self-emp-not-inc
59, Private
18, Private
28, Private
17, Private
53, Private
22, Private
63, Private
32, Private
40, Local-gov
61, Self-emp-not-inc
35, Private
43, Self-emp-not-inc
20, ?
48, Self-emp-not-inc
56, State-gov
51, Federal-gov
34, Private
44, Private
61, Private
37, Private
36, Private
34, Private
23, Private
63, Federal-gov
63, ?
47, Local-gov
55, Self-emp-inc
31, Local-gov
27, Private
58, Private
28, Local-gov
52, Private
31, Federal-gov
53, Private
43, Private
43, Local-gov
50, Self-emp-inc
68, ?
37, Private
26, Private
22, Private
22, Private
59, Private
30, Private
24, Private
30, Private
50, Local-gov
38, Private
29, Private
76, Private
21, Private
65, Private
43, Private
29, Private
32, Private
37, Private
64, Private
49, Private
44, Private
68, ?
34, Private
35, Private
53, Private
24, Private
31, Private
25, Private
36, Private
29, Private
37, Private
42, Self-emp-not-inc
30, Private
32, Self-emp-inc
47, Self-emp-not-inc
44, Private
19, Private
22, Private
51, Private
69, Private
73, ?
18, ?
33, Self-emp-not-inc
22, Local-gov
33, Private
20, Federal-gov
28, Self-emp-not-inc
25, Private
27, Private
22, Private
67, Self-emp-not-inc
31, Self-emp-inc
36, ?
43, Federal-gov
33, Private
37, Self-emp-not-inc
27, Private
36, Private
33, Private
63, Private
48, Private
25, Private
41, Self-emp-not-inc
26, Private
23, Private
33, State-gov
30, State-gov
67, Self-emp-not-inc
32, Private
48, Self-emp-not-inc
51, Private
39, Private
40, Self-emp-inc
40, Private
19, Private
28, Private
47, Private
20, Private
41, Private
29, Private
40, Private
61, Private
25, Private
26, Private
43, Private
17, Private
43, Local-gov
73, Private
46, Local-gov
19, Private
37, Private
26, Private
47, Private
47, Local-gov
29, Private
29, Private
33, Private
20, Private
28, Private
26, Private
41, State-gov
67, ?
43, Private
35, Private
18, Private
55, State-gov
44, Private
64, Private
34, Self-emp-not-inc
38, Private
25, Private
21, Private
37, Private
39, Private
34, Private
23, Private
54, Private
49, Self-emp-inc
25, Private
51, Private
29, Private
27, State-gov
53, Private
68, Private
56, Private
30, Private
24, Private
70, ?
24, Private
74, ?
23, ?
41, Local-gov
45, Private
35, Private
21, Private
45, Private
18, Private
49, Private
49, Private
45, Local-gov
27, Private
28, Private
35, Private
33, Private
35, Private
19, Private
33, Private
28, Private
49, Private
61, ?
39, Self-emp-inc
22, Private
42, Private
22, Private
18, Private
49, Local-gov
33, Self-emp-inc
28, Private
42, Private
20, Private
50, Local-gov
32, Private
31, Federal-gov
29, Private
46, Federal-gov
32, Self-emp-inc
61, Private
43, Self-emp-not-inc
35, Private
39, State-gov
18, ?
42, Self-emp-not-inc
23, Private
32, Private
52, Private
36, Private
38, Private
50, Private
23, ?
71, Private
27, Private
56, Private
28, Self-emp-not-inc
45, Private
28, Private
28, Local-gov
18, Private
62, Private
35, Private
39, Private
24, Private
58, Private
48, Private
57, Private
31, Private
25, Private
34, Private
29, Self-emp-not-inc
38, Private
21, Private
34, Self-emp-not-inc
50, Private
50, Private
49, Federal-gov
30, Private
29, State-gov
22, State-gov
42, Private
19, ?
31, Private
42, Self-emp-not-inc
20, Private
51, ?
50, Private
27, Self-emp-inc
26, Private
61, ?
20, Private
51, Private
52, Private
33, Private
31, Private
24, Private
56, Private
19, ?
29, Private
18, Private
43, Private
43, State-gov
21, Private
51, Private
20, ?
41, Private
45, State-gov
20, Private
28, Private
50, Local-gov
47, Private
80, Self-emp-not-inc
47, Self-emp-not-inc
19, ?
45, Private
17, Private
37, Private
27, Private
17, Private
18, Self-emp-not-inc
57, Private
26, Private
26, Private
36, Self-emp-not-inc
51, Private
38, Private
77, ?
51, Private
24, Private
35, Private
35, ?
51, Self-emp-inc
28, Private
37, Private
43, Private
23, Private
42, Private
58, Private
52, Local-gov
29, Private
27, Private
28, Private
59, Private
28, Private
24, Private
20, Private
54, Private
65, Private
18, ?
38, Private
29, Private
27, Private
36, Private
55, State-gov
22, Private
28, Private
20, Private
24, Private
36, Private
68, Self-emp-inc
49, Self-emp-not-inc
18, Private
50, Self-emp-not-inc
37, Private
60, Private
43, Private
43, Self-emp-inc
17, Private
43, Private
39, Private
21, Self-emp-not-inc
42, Self-emp-not-inc
48, Self-emp-not-inc
56, Private
21, Private
28, Local-gov
39, Self-emp-not-inc
40, Private
38, Local-gov
59, Private
51, Federal-gov
19, Private
23, Private
31, Private
42, Private
43, Private
45, Private
34, Private
21, Private
34, Private
55, Self-emp-inc
30, Private
29, Private
19, Private
45, Self-emp-not-inc
42, Private
32, Private
90, Self-emp-not-inc
44, State-gov
34, Self-emp-not-inc
35, Private
39, Self-emp-not-inc
29, Private
24, Private
49, Private
52, Self-emp-not-inc
54, Private
31, Private
44, Private
18, ?
27, Self-emp-not-inc
24, Private
30, Private
27, Private
34, State-gov
25, State-gov
39, Private
28, Private
51, Self-emp-not-inc
21, ?
33, Private
27, Private
29, Private
33, State-gov
37, Private
20, Private
24, Private
29, Private
31, Private
41, Private
42, Self-emp-not-inc
20, Private
54, Private
55, Private
21, Private
52, Private
19, Private
33, Private
22, Private
59, Private
17, ?
31, Private
74, Self-emp-not-inc
45, Private
36, Private
35, Self-emp-inc
45, Private
42, Self-emp-not-inc
50, State-gov
39, Private
44, Private
52, Private
24, Private
56, Self-emp-inc
27, Private
47, Self-emp-inc
40, Self-emp-not-inc
38, Private
27, Private
52, Private
22, Private
41, Private
30, Private
55, Private
25, Private
32, Private
28, Private
33, Self-emp-inc
17, Private
27, Private
55, Private
63, Federal-gov
39, Private
51, Federal-gov
67, Self-emp-not-inc
41, Self-emp-inc
27, Private
54, Private
59, Private
18, Private
19, Private
31, Private
17, Private
42, Private
37, Private
51, Local-gov
48, Private
23, Private
27, Private
25, Private
69, Private
30, Private
33, Private
28, Private
45, Private
25, Private
37, Private
59, Private
26, Private
48, Private
64, Federal-gov
39, Private
24, Private
40, State-gov
46, Private
35, Federal-gov
43, Private
31, Private
22, Private
35, Private
35, Private
35, State-gov
40, Private
50, Private
48, Self-emp-not-inc
70, ?
46, Private
36, Private
37, State-gov
24, Private
47, Local-gov
35, Self-emp-not-inc
43, Private
18, State-gov
54, Private
62, Private
36, Private
27, Private
23, Private
61, ?
39, Self-emp-not-inc
33, Self-emp-not-inc
28, Private
22, Private
31, Self-emp-not-inc
26, Private
44, Private
73, Private
44, Private
35, Private
33, Private
27, Private
47, Federal-gov
29, Private
33, Private
50, Private
32, Private
41, Self-emp-not-inc
19, ?
45, Private
65, Private
42, State-gov
33, Self-emp-not-inc
32, Private
42, Private
49, Private
38, Private
38, Private
37, Private
24, Private
27, Self-emp-not-inc
25, Private
29, Private
46, Private
44, Self-emp-inc
26, Private
46, Local-gov
38, Private
38, Private
22, State-gov
33, Private
50, Private
31, Local-gov
26, Self-emp-not-inc
42, Private
27, Private
34, Private
64, Private
43, Private
39, Private
47, Self-emp-not-inc
56, Private
25, Local-gov
60, State-gov
52, Private
43, Private
46, Private
19, Private
56, Private
22, Private
28, Private
39, Private
28, Private
31, Private
22, Private
39, Private
39, Private
28, Self-emp-not-inc
67, ?
31, Private
50, Private
34, Private
48, Private
51, Private
54, Private
44, Private
20, Private
37, Private
38, Private
59, Federal-gov
59, Self-emp-not-inc
51, Private
60, ?
29, Private
37, Private
42, Private
28, Self-emp-inc
34, Private
50, Self-emp-not-inc
22, Self-emp-inc
27, Private
45, State-gov
39, Private
25, Local-gov
63, ?
24, Self-emp-inc
18, Private
19, ?
23, Private
20, Private
17, Self-emp-not-inc
63, Self-emp-inc
28, Local-gov
51, Federal-gov
29, Private
64, Private
17, Private
45, Local-gov
18, Private
31, Local-gov
48, Self-emp-not-inc
41, Private
65, Private
27, Private
39, Private
51, Self-emp-not-inc
49, Private
58, ?
36, Private
25, Private
41, Private
31, Private
63, Private
50, State-gov
63, Private
44, Self-emp-not-inc
48, Private
51, Self-emp-not-inc
18, Private
23, Private
31, Private
38, Private
19, ?
56, Private
31, Private
46, Private
39, Private
56, Local-gov
31, Private
42, Self-emp-inc
53, Private
18, Private
18, ?
20, ?
27, Private
31, Private
52, Federal-gov
46, Private
30, Private
26, Private
48, Local-gov
37, Private
29, Private
49, Private
24, Private
74, Self-emp-not-inc
56, Self-emp-not-inc
39, Federal-gov
21, Private
29, Private
43, Self-emp-not-inc
23, Private
26, Private
47, Private
27, Private
45, Private
30, Private
35, Private
33, Private
37, Private
21, Private
42, Private
48, Federal-gov
46, Private
36, Private
54, Private
25, Private
26, Local-gov
36, Self-emp-inc
56, Self-emp-not-inc
37, Private
26, Private
23, Private
23, State-gov
41, State-gov
55, Private
39, Private
67, Local-gov
60, Private
54, Private
38, Private
47, Private
49, State-gov
19, Private
20, Private
66, Private
22, ?
51, Self-emp-not-inc
19, Private
36, Private
33, Private
41, Private
90, Private
78, ?
36, Private
30, Private
35, Private
46, Private
38, Private
24, Private
40, Private
49, Private
19, Private
77, Private
46, Private
41, Private
28, Private
21, Private
24, Private
36, Private
23, State-gov
38, Federal-gov
29, Self-emp-not-inc
38, Private
47, Federal-gov
39, Local-gov
40, Local-gov
21, ?
32, Private
23, Private
44, State-gov
37, Private
70, Private
51, Private
66, Private
57, Self-emp-inc
36, Private
48, Self-emp-inc
24, ?
51, Private
43, Private
27, Private
32, Private
20, Private
33, Private
19, Private
32, Local-gov
35, Private
26, Private
39, Private
24, Private
45, Private
20, Private
49, State-gov
35, State-gov
30, Private
23, Private
33, Private
35, Private
31, Private
20, Private
44, Private
33, Self-emp-not-inc
50, Private
25, Private
28, State-gov
60, Federal-gov
38, Federal-gov
38, Private
57, Federal-gov
50, Private
39, Local-gov
69, Local-gov
51, State-gov
42, Private
53, Private
37, Private
37, Private
38, Private
20, Private
38, State-gov
52, Private
48, Self-emp-inc
30, Private
37, Self-emp-not-inc
47, Private
33, Local-gov
33, Private
20, Private
41, State-gov
32, Private
54, Self-emp-not-inc
36, Federal-gov
46, Private
45, Private
18, Private
62, Private
33, Private
42, Private
18, Private
32, Private
43, Private
20, Private
50, Private
42, Local-gov
36, Private
22, Private
30, Private
33, Self-emp-not-inc
43, Local-gov
38, Private
34, Local-gov
40, Private
40, Private
41, Local-gov
