,age,workclass
6241,33, Private
6242,27, Private
6243,47, Private
6244,18, Private
6245,44, Self-emp-inc
6246,23, Private
6247,18, Private
6248,56, Private
6249,24, Private
6250,43, Private
6251,23, Private
6252,26, Private
6253,42, Private
6254,23, Private
6255,53, Self-emp-not-inc
6256,51, Private
6257,40, Private
6258,27, Private
6259,24, Local-gov
6260,42, Private
6261,41, Private
6262,23, Private
6263,42, Self-emp-not-inc
6264,38, Private
6265,63, Self-emp-not-inc
6266,31, Private
6267,18, Self-emp-not-inc
6268,21, Private
6269,24, Private
6270,55, Private
6271,20, Private
6272,31, Private
6273,23, Private
6274,35, Private
6275,51, Self-emp-not-inc
6276,19, Private
6277,38, Local-gov
6278,52, Local-gov
6279,70, Self-emp-not-inc
6280,53, Private
6281,59, Private
6282,39, Private
6283,18, Private
6284,41, ?
6285,19, ?
6286,24, Private
6287,25, Private
6288,32, Private
6289,34, Self-emp-not-inc
6290,35, Private
6291,50, Private
6292,18, Private
6293,37, Private
6294,30, Private
6295,40, Self-emp-inc
6296,22, Private
6297,50, Local-gov
6298,70, Private
6299,43, Private
6300,77, Self-emp-not-inc
6301,30, Self-emp-not-inc
6302,33, Private
6303,51, Private
6304,58, State-gov
6305,22, Private
6306,33, Private
6307,27, Private
6308,35, Private
6309,32, Private
6310,41, Private
6311,37, Private
6312,17, Private
6313,50, Private
6314,31, ?
6315,54, State-gov
6316,23, State-gov
6317,40, Private
6318,29, Private
6319,38, Private
6320,30, Private
6321,20, Private
6322,43, Self-emp-not-inc
6323,25, Private
6324,39, Private
6325,48, Private
6326,41, Self-emp-not-inc
6327,24, Private
6328,20, Private
6329,25, Private
6330,57, Private
6331,39, Private
6332,66, Private
6333,34, Private
6334,36, Private
6335,46, Private
6336,42, Local-gov
6337,46, Private
6338,34, Local-gov
6339,43, Private
6340,42, Private
6341,31, Private
6342,70, ?
6343,32, Private
6344,46, Federal-gov
6345,42, Self-emp-inc
6346,21, Private
6347,24, Private
6348,23, Private
6349,50, Local-gov
6350,37, Private
6351,19, ?
6352,44, Federal-gov
6353,29, Private
6354,30, Private
6355,36, Private
6356,49, Self-emp-not-inc
6357,29, Private
6358,45, Local-gov
6359,75, State-gov
6360,42, Private
6361,37, Private
6362,51, Private
6363,61, Local-gov
6364,33, Private
6365,50, Local-gov
6366,59, Private
6367,25, Private
6368,22, Private
6369,56, Private
6370,44, Private
6371,35, Private
6372,57, Private
6373,47, Self-emp-not-inc
6374,27, Private
6375,50, Self-emp-not-inc
6376,30, Private
6377,46, Private
6378,48, Self-emp-inc
6379,61, Private
6380,33, Private
6381,40, Private
6382,58, Self-emp-inc
6383,46, Self-emp-inc
6384,35, Private
6385,51, Self-emp-inc
6386,37, Private
6387,64, Private
6388,41, Private
6389,18, Private
6390,44, Self-emp-not-inc
6391,41, State-gov
6392,33, State-gov
6393,37, Private
6394,34, Private
6395,24, Federal-gov
6396,20, Private
6397,38, Private
6398,28, Private
6399,20, Self-emp-not-inc
6400,22, Federal-gov
6401,55, Private
6402,20, Private
6403,26, Private
6404,20, Self-emp-inc
6405,40, Private
6406,33, Private
6407,54, ?
6408,24, Private
6409,25, Private
6410,18, Private
6411,49, Self-emp-not-inc
6412,17, Private
6413,34, Self-emp-not-inc
6414,37, Private
6415,49, Federal-gov
6416,74, Private
6417,37, Private
6418,20, Private
6419,40, Private
6420,34, Private
6421,30, Private
6422,44, Private
6423,40, Private
6424,58, Private
6425,44, Private
6426,42, Private
6427,39, Private
6428,19, Private
6429,41, Private
6430,29, State-gov
6431,34, Federal-gov
6432,38, ?
6433,27, Private
6434,54, Private
6435,40, Private
6436,19, Private
6437,17, Private
6438,33, Private
6439,80, Private
6440,24, Self-emp-not-inc
6441,28, Private
6442,55, Private
6443,21, Private
6444,51, Private
6445,19, Private
6446,42, Private
6447,60, Self-emp-not-inc
6448,20, ?
6449,51, Private
6450,21, Private
6451,37, State-gov
6452,26, Private
6453,42, Federal-gov
6454,40, Private
6455,55, Private
6456,33, Private
6457,62, Private
6458,47, Private
6459,26, Private
6460,59, Private
6461,70, Local-gov
6462,26, Private
6463,47, Private
6464,25, Private
6465,52, Self-emp-inc
6466,46, Private
6467,67, Private
6468,34, Private
6469,53, State-gov
6470,22, Private
6471,39, Local-gov
6472,54, Self-emp-not-inc
6473,24, Private
6474,37, Private
6475,38, Private
6476,41, Local-gov
6477,36, Private
6478,43, Private
6479,39, Private
6480,26, Private
6481,49, Local-gov
6482,37, Self-emp-not-inc
6483,43, Private
6484,54, Federal-gov
6485,53, Self-emp-inc
6486,57, Local-gov
6487,28, Private
6488,29, Private
6489,21, Private
6490,51, Private
6491,46, State-gov
6492,50, Self-emp-inc
6493,50, Self-emp-not-inc
6494,36, Private
6495,31, Local-gov
6496,20, Private
6497,36, Private
6498,38, Private
6499,37, Private
6500,39, Private
6501,18, Private
6502,33, Private
6503,35, Private
6504,23, Private
6505,37, Private
6506,25, Private
6507,51, Federal-gov
6508,35, Private
6509,54, Private
6510,66, ?
6511,32, Private
6512,37, Self-emp-not-inc
6513,29, Private
6514,45, Private
6515,61, Self-emp-inc
6516,40, Private
6517,24, Private
6518,49, Private
6519,51, Self-emp-not-inc
6520,34, Private
6521,28, ?
6522,20, Private
6523,30, Private
6524,49, Self-emp-inc
6525,26, Private
6526,63, Private
6527,36, Private
6528,63, Self-emp-not-inc
6529,22, Private
6530,40, Private
6531,31, Private
6532,49, Private
6533,35, Private
6534,23, State-gov
6535,25, Private
6536,34, ?
6537,28, Private
6538,44, Self-emp-not-inc
6539,33, Private
6540,21, Private
6541,55, Private
6542,17, ?
6543,75, Self-emp-not-inc
6544,61, Private
6545,53, Private
6546,26, Local-gov
6547,48, Private
6548,28, State-gov
6549,30, ?
6550,29, Private
6551,25, Private
6552,37, Private
6553,43, Local-gov
6554,40, Local-gov
6555,34, Private
6556,55, Private
6557,31, Local-gov
6558,21, ?
6559,32, Self-emp-not-inc
6560,26, State-gov
6561,26, Private
6562,44, Private
6563,49, Private
6564,21, ?
6565,26, Private
6566,40, Self-emp-not-inc
6567,19, Self-emp-not-inc
6568,58, Private
6569,61, Private
6570,28, Self-emp-not-inc
6571,26, Private
6572,64, Private
6573,42, Self-emp-inc
6574,41, Private
6575,45, Private
6576,39, Private
6577,41, Local-gov
6578,51, Private
6579,34, Private
6580,33, Private
6581,23, Private
6582,35, Self-emp-not-inc
6583,41, Private
6584,39, Private
6585,41, Private
6586,33, Self-emp-inc
6587,22, Private
6588,25, Private
6589,25, Private
6590,77, Self-emp-not-inc
6591,33, ?
6592,66, Private
6593,19, Private
6594,44, Private
6595,45, Self-emp-inc
6596,28, Private
6597,19, Private
6598,43, Private
6599,39, Private
6600,33, Private
6601,44, Private
6602,62, Private
6603,40, Private
6604,41, Private
6605,23, Local-gov
6606,48, Private
6607,38, Private
6608,37, Private
6609,45, Private
6610,29, Private
6611,66, Local-gov
6612,19, Private
6613,23, Private
6614,34, Private
6615,39, Private
6616,33, Self-emp-not-inc
6617,43, Private
6618,27, Private
6619,33, State-gov
6620,26, Private
6621,56, Self-emp-inc
6622,46, Private
6623,38, Private
6624,90, Private
6625,72, Self-emp-inc
6626,20, Private
6627,29, Private
6628,49, Private
6629,23, Private
6630,20, Private
6631,57, Private
6632,46, Private
6633,33, Private
6634,24, Private
6635,49, Private
6636,54, Private
6637,46, Federal-gov
6638,31, Self-emp-not-inc
6639,43, Self-emp-inc
6640,18, ?
6641,19, Private
6642,46, Private
6643,43, Private
6644,58, Private
6645,43, Self-emp-not-inc
6646,37, ?
6647,21, Federal-gov
6648,52, State-gov
6649,34, Private
6650,28, Private
6651,34, Private
6652,29, Private
6653,39, Private
6654,49, Private
6655,35, Private
6656,31, Private
6657,18, Private
6658,47, Local-gov
6659,46, Private
6660,43, Private
6661,51, Federal-gov
6662,21, Private
6663,18, ?
6664,31, State-gov
6665,39, Local-gov
6666,58, Private
6667,36, Private
6668,38, Private
6669,31, Private
6670,19, Private
6671,38, Private
6672,26, Private
6673,38, Private
6674,36, Private
6675,40, Private
6676,25, Private
6677,41, Private
6678,33, Private
6679,63, ?
6680,51, Private
6681,34, Private
6682,33, Private
6683,25, Private
6684,30, Self-emp-not-inc
6685,19, Private
6686,47, Private
6687,26, Private
6688,21, State-gov
6689,36, Private
6690,60, Private
6691,28, Private
6692,19, Private
6693,42, Private
6694,36, Private
6695,35, Private
6696,22, Private
6697,54, Private
6698,36, Private
6699,55, Private
6700,57, Private
6701,56, Private
6702,24, Private
6703,35, Local-gov
6704,51, Self-emp-inc
6705,34, Private
6706,36, Private
6707,51, Local-gov
6708,46, Self-emp-inc
6709,42, Private
6710,25, State-gov
6711,22, Private
6712,37, Private
6713,48, Private
6714,61, Private
6715,40, Private
6716,58, Self-emp-inc
6717,52, Private
6718,18, Private
6719,27, Private
6720,48, Self-emp-not-inc
6721,63, Private
6722,38, Self-emp-not-inc
6723,31, Private
6724,40, Self-emp-not-inc
6725,41, Private
6726,28, Private
6727,31, Private
6728,32, Private
6729,30, Private
6730,39, Local-gov
6731,28, Private
6732,31, Private
6733,21, ?
6734,33, ?
6735,44, State-gov
6736,22, Private
6737,42, Private
6738,36, Private
6739,39, Private
6740,61, Private
6741,31, Private
6742,21, Private
6743,39, Self-emp-not-inc
6744,34, Self-emp-not-inc
6745,21, Private
6746,75, Self-emp-not-inc
6747,21, Private
6748,81, Private
6749,54, Self-emp-inc
6750,34, Private
6751,54, Self-emp-not-inc
6752,41, Private
6753,61, ?
6754,63, Private
6755,24, Private
6756,20, Private
6757,44, Local-gov
6758,47, Self-emp-not-inc
6759,31, Private
6760,41, Private
6761,53, Self-emp-not-inc
6762,63, Private
6763,44, Private
6764,37, Private
6765,28, Private
6766,71, ?
6767,57, Private
6768,22, Private
6769,33, Local-gov
6770,30, Private
6771,20, Private
6772,28, Private
6773,54, Private
6774,20, Private
6775,34, Private
6776,21, Private
6777,29, State-gov
6778,51, Private
6779,39, Private
6780,19, Private
6781,22, Local-gov
6782,59, State-gov
6783,18, Private
6784,22, Private
6785,42, Local-gov
6786,39, Private
6787,31, Private
6788,28, Private
6789,22, Private
6790,67, Private
6791,17, Private
6792,47, Federal-gov
6793,23, Private
6794,20, Private
6795,22, Private
6796,47, State-gov
6797,49, Private
6798,64, ?
6799,35, State-gov
6800,52, Federal-gov
6801,29, Private
6802,73, Self-emp-inc
6803,38, Self-emp-not-inc
6804,59, Self-emp-not-inc
6805,35, Private
6806,18, Private
6807,24, Private
6808,33, Local-gov
6809,40, Private
6810,55, Private
6811,44, Private
6812,40, Private
6813,22, Private
6814,55, Private
6815,45, Private
6816,47, Local-gov
6817,56, Private
6818,44, Private
6819,32, State-gov
6820,17, Private
6821,44, Private
6822,32, Self-emp-not-inc
6823,35, Private
6824,27, Private
6825,32, Private
6826,68, Private
6827,20, Private
6828,33, Private
6829,24, Private
6830,48, Private
6831,45, Private
6832,48, Private
6833,28, Private
6834,60, ?
6835,39, Local-gov
6836,23, Private
6837,23, State-gov
6838,36, Private
6839,25, Private
6840,52, Private
6841,35, Self-emp-not-inc
6842,41, Private
6843,45, Private
6844,37, Federal-gov
6845,58, Private
6846,67, Self-emp-not-inc
6847,48, Private
6848,63, Private
6849,24, Local-gov
6850,43, Private
6851,36, Private
6852,32, Private
6853,36, Private
6854,43, Private
6855,27, Private
6856,17, Private
6857,45, Private
6858,41, Self-emp-inc
6859,41, Self-emp-not-inc
6860,18, ?
6861,48, Local-gov
6862,51, ?
6863,26, Private
6864,54, Private
6865,22, Private
6866,19, Private
6867,47, Private
6868,32, Private
6869,46, Private
6870,30, Private
6871,35, Private
6872,52, Private
6873,73, Self-emp-not-inc
6874,17, Private
6875,32, Private
6876,43, Local-gov
6877,19, ?
6878,26, Private
6879,41, Federal-gov
6880,49, Private
6881,52, State-gov
6882,35, Private
6883,57, Private
6884,35, Private
6885,33, Private
6886,56, Private
6887,42, Private
6888,17, Private
6889,49, Private
6890,39, Private
6891,34, Self-emp-not-inc
6892,37, Self-emp-not-inc
6893,22, Private
6894,27, Private
6895,21, Private
6896,59, ?
6897,44, Private
6898,53, Self-emp-not-inc
6899,26, Private
6900,48, Private
6901,39, Private
6902,34, Private
6903,54, State-gov
6904,36, Private
6905,60, Private
6906,50, Private
6907,48, Local-gov
6908,35, Private
6909,40, Self-emp-not-inc
6910,30, Private
6911,65, Self-emp-not-inc
6912,31, Private
6913,46, Local-gov
6914,67, ?
6915,62, Self-emp-inc
6916,38, Private
6917,24, Private
6918,24, Private
6919,27, Private
6920,43, State-gov
6921,48, Private
6922,41, Private
6923,30, Private
6924,38, Private
6925,45, Private
6926,45, Private
6927,55, Private
6928,46, Self-emp-not-inc
6929,24, Private
6930,31, Local-gov
6931,35, Private
6932,37, Local-gov
6933,29, Private
6934,56, Private
6935,60, ?
6936,25, Private
6937,33, Private
6938,44, Private
6939,21, Private
6940,21, Private
6941,46, Federal-gov
6942,44, Self-emp-inc
6943,63, Private
6944,44, Private
6945,31, Private
6946,26, Private
6947,37, Self-emp-inc
6948,60, ?
6949,33, Private
6950,38, Private
6951,26, Private
6952,46, Self-emp-inc
6953,24, Private
6954,47, Local-gov
6955,27, Private
6956,46, Private
6957,47, Federal-gov
6958,47, Private
6959,69, Private
6960,32, Private
6961,51, Private
6962,36, Private
6963,50, Local-gov
6964,29, Private
6965,32, Private
6966,27, Private
6967,60, Private
6968,31, Private
6969,46, Private
6970,40, Local-gov
6971,39, Private
6972,69, Self-emp-not-inc
6973,54, Self-emp-inc
6974,56, Private
6975,47, Federal-gov
6976,25, Private
6977,34, Self-emp-not-inc
6978,24, Self-emp-not-inc
6979,63, Private
6980,29, Local-gov
6981,64, Private
6982,44, Private
6983,26, Private
6984,36, Private
6985,55, State-gov
6986,37, Private
6987,37, Private
6988,63, Private
6989,33, Private
6990,19, Private
6991,57, Local-gov
6992,31, Private
6993,20, ?
6994,58, Local-gov
6995,20, ?
6996,25, Private
6997,40, Private
6998,18, Private
6999,26, Private
7000,29, Private
7001,45, Local-gov
7002,35, State-gov
7003,32, Private
7004,61, Self-emp-not-inc
7005,26, State-gov
7006,56, Private
7007,22, Private
7008,49, Private
7009,40, Private
7010,37, Private
7011,23, ?
7012,28, Private
7013,27, Private
7014,34, Self-emp-inc
7015,49, Private
7016,41, Private
7017,28, Private
7018,38, Private
7019,47, State-gov
7020,28, Local-gov
7021,44, State-gov
7022,41, Federal-gov
7023,50, Private
7024,73, Self-emp-not-inc
7025,21, Private
7026,38, Private
7027,64, ?
7028,47, Private
7029,52, Private
7030,24, Private
7031,44, Private
7032,27, Private
7033,61, Self-emp-not-inc
7034,58, Private
7035,51, Private
7036,49, Private
7037,23, Private
7038,19, Private
7039,21, Private
7040,56, Private
7041,35, Private
7042,37, Federal-gov
7043,41, Private
7044,30, Private
7045,35, Private
7046,47, Private
7047,59, Self-emp-inc
7048,55, Private
7049,22, ?
7050,31, Private
7051,30, Private
7052,24, Private
7053,49, Self-emp-not-inc
7054,23, Private
7055,50, Private
7056,38, Private
7057,20, Self-emp-not-inc
7058,49, Self-emp-not-inc
7059,45, Private
7060,46, Federal-gov
7061,19, Private
7062,31, Federal-gov
7063,38, Private
7064,56, Self-emp-not-inc
7065,24, Private
7066,58, Local-gov
7067,28, Private
7068,22, Private
7069,46, Private
7070,30, Private
7071,56, Private
7072,32, Private
7073,56, Private
7074,50, Private
7075,28, ?
7076,30, Private
7077,24, Private
7078,42, Federal-gov
7079,31, Self-emp-not-inc
7080,18, Private
7081,46, Private
7082,31, Private
7083,38, Local-gov
7084,44, Local-gov
7085,55, Self-emp-inc
7086,19, Private
7087,45, Private
7088,50, Self-emp-inc
7089,53, Private
7090,41, Self-emp-inc
7091,45, Private
7092,21, Private
7093,37, Private
7094,42, Federal-gov
7095,37, Self-emp-not-inc
7096,46, Private
7097,45, Self-emp-not-inc
7098,32, Private
7099,30, Private
7100,57, ?
7101,37, Private
7102,18, ?
7103,32, Private
7104,43, Private
7105,46, Private
7106,36, ?
7107,33, Private
7108,48, Private
7109,34, Private
7110,34, Local-gov
7111,33, Private
7112,36, Private
7113,23, Private
7114,39, Private
7115,22, Private
7116,19, Private
7117,47, Private
7118,46, Private
7119,47, Private
7120,47, Self-emp-not-inc
7121,52, Local-gov
7122,38, Self-emp-not-inc
7123,58, Private
7124,32, Private
7125,54, Self-emp-not-inc
7126,20, Private
7127,25, Private
7128,25, Self-emp-not-inc
7129,36, State-gov
7130,69, Self-emp-not-inc
7131,28, Private
7132,20, Private
7133,21, Private
7134,37, Private
7135,21, Private
7136,25, ?
7137,39, Private
7138,34, Private
7139,33, Local-gov
7140,47, Private
7141,29, Private
7142,48, Private
7143,42, Self-emp-inc
7144,29, Private
7145,34, Private
7146,20, Private
7147,41, Private
7148,45, Private
7149,22, ?
7150,23, Private
7151,19, Private
7152,24, Private
7153,20, Private
7154,32, Private
7155,52, Private
7156,36, Private
7157,18, Private
7158,27, Private
7159,26, Private
7160,52, Private
7161,24, Private
7162,42, Federal-gov
7163,39, Private
7164,20, ?
7165,20, State-gov
7166,39, Private
7167,68, ?
7168,35, Private
7169,54, Private
7170,24, Private
7171,24, Private
7172,20, Private
7173,64, ?
7174,28, Private
7175,36, Self-emp-not-inc
7176,44, Self-emp-inc
7177,38, Private
7178,22, Private
7179,56, Private
7180,24, Private
7181,24, Self-emp-not-inc
7182,22, Private
7183,21, Private
7184,42, Private
7185,41, Local-gov
7186,19, Private
7187,67, Self-emp-not-inc
7188,20, Private
7189,32, Private
7190,46, Private
7191,52, Private
7192,44, Private
7193,65, ?
7194,37, Local-gov
7195,27, Self-emp-not-inc
7196,35, Private
7197,30, Private
7198,64, Local-gov
7199,48, Private
7200,35, Private
7201,28, Self-emp-not-inc
7202,63, Self-emp-not-inc
7203,40, Self-emp-not-inc
7204,33, Private
7205,40, Private
7206,25, Private
7207,45, Self-emp-inc
7208,30, Private
7209,53, Private
7210,63, Private
7211,27, Local-gov
7212,31, Private
7213,33, Private
7214,39, State-gov
7215,42, Self-emp-not-inc
7216,19, Private
7217,31, Private
7218,53, Private
7219,47, Self-emp-not-inc
7220,27, Private
7221,22, Private
7222,29, Private
7223,52, Private
7224,32, Private
7225,23, Private
7226,27, Private
7227,53, Private
7228,18, Private
7229,41, Private
7230,27, Private
7231,30, Private
7232,41, Private
7233,21, Private
7234,58, State-gov
7235,45, State-gov
7236,40, Private
7237,21, Private
7238,29, Private
7239,50, Private
